CASEID,YEAR
 69679,1998
 69680,1998
 69681,1998
 69682,1998
 69683,1998
 69684,1998
 69685,1998
 69686,1998
 69687,1998
 69688,1998
 69689,1998
 69690,1998
 69691,1998
 69692,1998
 69693,1998
 69694,1998
 69695,1998
 69696,1998
 69697,1998
 69698,1998
 69699,1998
 69700,1998
 69701,1998
 69702,1998
 69703,1998
 69704,1998
 69705,1998
 69706,1998
 69707,1998
 69708,1998
 69709,1998
 69710,1998
 69711,1998
 69712,1998
 69713,1998
 69714,1998
 69715,1998
 69716,1998
 69717,1998
 69718,1998
 69719,1998
 69720,1998
 69721,1998
 69722,1998
 69723,1998
 69724,1998
 69725,1998
 69726,1998
 69727,1998
 69728,1998
 69729,1998
 69730,1998
 69731,1998
 69732,1998
 69733,1998
 69734,1998
 69735,1998
 69736,1998
 69737,1998
 69738,1998
 69739,1998
 69740,1998
 69741,1998
 69742,1998
 69743,1998
 69744,1998
 69745,1998
 69746,1998
 69747,1998
 69748,1998
 69749,1998
 69750,1998
 69751,1998
 69752,1998
 69753,1998
 69754,1998
 69755,1998
 69756,1998
 69757,1998
 69758,1998
 69759,1998
 69760,1998
 69761,1998
 69762,1998
 69763,1998
 69764,1998
 69765,1998
 69766,1998
 69767,1998
 69768,1998
 69769,1998
 69770,1998
 69771,1998
 69772,1998
 69773,1998
 69774,1998
 69775,1998
 69776,1998
 69777,1998
 69778,1998
 69779,1998
 69780,1998
 69781,1998
 69782,1998
 69783,1998
 69784,1998
 69785,1998
 69786,1998
 69787,1998
 69788,1998
 69789,1998
 69790,1998
 69791,1998
 69792,1998
 69793,1998
 69794,1998
 69795,1998
 69796,1998
 69797,1998
 69798,1998
 69799,1998
 69800,1998
 69801,1998
 69802,1998
 69803,1998
 69804,1998
 69805,1998
 69806,1998
 69807,1998
 69808,1998
 69809,1998
 69810,1998
 69811,1998
 69812,1998
 69813,1998
 69814,1998
 69815,1998
 69816,1998
 69817,1998
 69818,1998
 69819,1998
 69820,1998
 69821,1998
 69822,1998
 69823,1998
 69824,1998
 69825,1998
 69826,1998
 69827,1998
 69828,1998
 69829,1998
 69830,1998
 69831,1998
 69832,1998
 69833,1998
 69834,1998
 69835,1998
 69836,1998
 69837,1998
 69838,1998
 69839,1998
 69840,1998
 69841,1998
 69842,1998
 69843,1998
 69844,1998
 69845,1998
 69846,1998
 69847,1998
 69848,1998
 69849,1998
 69850,1998
 69851,1998
 69852,1998
 69853,1998
 69854,1998
 69855,1998
 69856,1998
 69857,1998
 69858,1998
 69859,1998
 69860,1998
 69861,1998
 69862,1998
 69863,1998
 69864,1998
 69865,1998
 69866,1998
 69867,1998
 69868,1998
 69869,1998
 69870,1998
 69871,1998
 69872,1998
 69873,1998
 69874,1998
 69875,1998
 69876,1998
 69877,1998
 69878,1998
 69879,1998
 69880,1998
 69881,1998
 69882,1998
 69883,1998
 69884,1998
 69885,1998
 69886,1998
 69887,1998
 69888,1998
 69889,1998
 69890,1998
 69891,1998
 69892,1998
 69893,1998
 69894,1998
 69895,1998
 69896,1998
 69897,1998
 69898,1998
 69899,1998
 69900,1998
 69901,1998
 69902,1998
 69903,1998
 69904,1998
 69905,1998
 69906,1998
 69907,1998
 69908,1998
 69909,1998
 69910,1998
 69911,1998
 69912,1998
 69913,1998
 69914,1998
 69915,1998
 69916,1998
 69917,1998
 69918,1998
 69919,1998
 69920,1998
 69921,1998
 69922,1998
 69923,1998
 69924,1998
 69925,1998
 69926,1998
 69927,1998
 69928,1998
 69929,1998
 69930,1998
 69931,1998
 69932,1998
 69933,1998
 69934,1998
 69935,1998
 69936,1998
 69937,1998
 69938,1998
 69939,1998
 69940,1998
 69941,1998
 69942,1998
 69943,1998
 69944,1998
 69945,1998
 69946,1998
 69947,1998
 69948,1998
 69949,1998
 69950,1998
 69951,1998
 69952,1998
 69953,1998
 69954,1998
 69955,1998
 69956,1998
 69957,1998
 69958,1998
 69959,1998
 69960,1998
 69961,1998
 69962,1998
 69963,1998
 69964,1998
 69965,1998
 69966,1998
 69967,1998
 69968,1998
 69969,1998
 69970,1998
 69971,1998
 69972,1998
 69973,1998
 69974,1998
 69975,1998
 69976,1998
 69977,1998
 69978,1998
 69979,1998
 69980,1998
 69981,1998
 69982,1998
 69983,1998
 69984,1998
 69985,1998
 69986,1998
 69987,1998
 69988,1998
 69989,1998
 69990,1998
 69991,1998
 69992,1998
 69993,1998
 69994,1998
 69995,1998
 69996,1998
 69997,1998
 69998,1998
 69999,1998
 70000,1998
 70001,1998
 70002,1998
 70003,1998
 70004,1998
 70005,1998
 70006,1998
 70007,1998
 70008,1998
 70009,1998
 70010,1998
 70011,1998
 70012,1998
 70013,1998
 70014,1998
 70015,1998
 70016,1998
 70017,1998
 70018,1998
 70019,1998
 70020,1998
 70021,1998
 70022,1998
 70023,1998
 70024,1998
 70025,1998
 70026,1998
 70027,1998
 70028,1998
 70029,1998
 70030,1998
 70031,1998
 70032,1998
 70033,1998
 70034,1998
 70035,1998
 70036,1998
 70037,1998
 70038,1998
 70039,1998
 70040,1998
 70041,1998
 70042,1998
 70043,1998
 70044,1998
 70045,1998
 70046,1998
 70047,1998
 70048,1998
 70049,1998
 70050,1998
 70051,1998
 70052,1998
 70053,1998
 70054,1998
 70055,1998
 70056,1998
 70057,1998
 70058,1998
 70059,1998
 70060,1998
 70061,1998
 70062,1998
 70063,1998
 70064,1998
 70065,1998
 70066,1998
 70067,1998
 70068,1998
 70069,1998
 70070,1998
 70071,1998
 70072,1998
 70073,1998
 70074,1998
 70075,1998
 70076,1998
 70077,1998
 70078,1998
 70079,1998
 70080,1998
 70081,1998
 70082,1998
 70083,1998
 70084,1998
 70085,1998
 70086,1998
 70087,1998
 70088,1998
 70089,1998
 70090,1998
 70091,1998
 70092,1998
 70093,1998
 70094,1998
 70095,1998
 70096,1998
 70097,1998
 70098,1998
 70099,1998
 70100,1998
 70101,1998
 70102,1998
 70103,1998
 70104,1998
 70105,1998
 70106,1998
 70107,1998
 70108,1998
 70109,1998
 70110,1998
 70111,1998
 70112,1998
 70113,1998
 70114,1998
 70115,1998
 70116,1998
 70117,1998
 70118,1998
 70119,1998
 70120,1998
 70121,1998
 70122,1998
 70123,1998
 70124,1998
 70125,1998
 70126,1998
 70127,1998
 70128,1998
 70129,1998
 70130,1998
 70131,1998
 70132,1998
 70133,1998
 70134,1998
 70135,1998
 70136,1998
 70137,1998
 70138,1998
 70139,1998
 70140,1998
 70141,1998
 70142,1998
 70143,1998
 70144,1998
 70145,1998
 70146,1998
 70147,1998
 70148,1998
 70149,1998
 70150,1998
 70151,1998
 70152,1998
 70153,1998
 70154,1998
 70155,1998
 70156,1998
 70157,1998
 70158,1998
 70159,1998
 70160,1998
 70161,1998
 70162,1998
 70163,1998
 70164,1998
 70165,1998
 70166,1998
 70167,1998
 70168,1998
 70169,1998
 70170,1998
 70171,1998
 70172,1998
 70173,1998
 70174,1998
 70175,1998
 70176,1998
 70177,1998
 70178,1998
 70179,1998
 70180,1998
 70181,1998
 70182,1998
 70183,1998
 70184,1998
 70185,1998
 70186,1998
 70187,1998
 70188,1998
 70189,1998
 70190,1998
 70191,1998
 70192,1998
 70193,1998
 70194,1998
 70195,1998
 70196,1998
 70197,1998
 70198,1998
 70199,1998
 70200,1998
 70201,1998
 70202,1998
 70203,1998
 70204,1998
 70205,1998
 70206,1998
 70207,1998
 70208,1998
 70209,1998
 70210,1998
 70211,1998
 70212,1998
 70213,1998
 70214,1998
 70215,1998
 70216,1998
 70217,1998
 70218,1998
 70219,1998
 70220,1998
 70221,1998
 70222,1998
 70223,1998
 70224,1998
 70225,1998
 70226,1998
 70227,1998
 70228,1998
 70229,1998
 70230,1998
 70231,1998
 70232,1998
 70233,1998
 70234,1998
 70235,1998
 70236,1998
 70237,1998
 70238,1998
 70239,1998
 70240,1998
 70241,1998
 70242,1998
 70243,1998
 70244,1998
 70245,1998
 70246,1998
 70247,1998
 70248,1998
 70249,1998
 70250,1998
 70251,1998
 70252,1998
 70253,1998
 70254,1998
 70255,1998
 70256,1998
 70257,1998
 70258,1998
 70259,1998
 70260,1998
 70261,1998
 70262,1998
 70263,1998
 70264,1998
 70265,1998
 70266,1998
 70267,1998
 70268,1998
 70269,1998
 70270,1998
 70271,1998
 70272,1998
 70273,1998
 70274,1998
 70275,1998
 70276,1998
 70277,1998
 70278,1998
 70279,1998
 70280,1998
 70281,1998
 70282,1998
 70283,1998
 70284,1998
 70285,1998
 70286,1998
 70287,1998
 70288,1998
 70289,1998
 70290,1998
 70291,1998
 70292,1998
 70293,1998
 70294,1998
 70295,1998
 70296,1998
 70297,1998
 70298,1998
 70299,1998
 70300,1998
 70301,1998
 70302,1998
 70303,1998
 70304,1998
 70305,1998
 70306,1998
 70307,1998
 70308,1998
 70309,1998
 70310,1998
 70311,1998
 70312,1998
 70313,1998
 70314,1998
 70315,1998
 70316,1998
 70317,1998
 70318,1998
 70319,1998
 70320,1998
 70321,1998
 70322,1998
 70323,1998
 70324,1998
 70325,1998
 70326,1998
 70327,1998
 70328,1998
 70329,1998
 70330,1998
 70331,1998
 70332,1998
 70333,1998
 70334,1998
 70335,1998
 70336,1998
 70337,1998
 70338,1998
 70339,1998
 70340,1998
 70341,1998
 70342,1998
 70343,1998
 70344,1998
 70345,1998
 70346,1998
 70347,1998
 70348,1998
 70349,1998
 70350,1998
 70351,1998
 70352,1998
 70353,1998
 70354,1998
 70355,1998
 70356,1998
 70357,1998
 70358,1998
 70359,1998
 70360,1998
 70361,1998
 70362,1998
 70363,1998
 70364,1998
 70365,1998
 70366,1998
 70367,1998
 70368,1998
 70369,1998
 70370,1998
 70371,1998
 70372,1998
 70373,1998
 70374,1998
 70375,1998
 70376,1998
 70377,1998
 70378,1998
 70379,1998
 70380,1998
 70381,1998
 70382,1998
 70383,1998
 70384,1998
 70385,1998
 70386,1998
 70387,1998
 70388,1998
 70389,1998
 70390,1998
 70391,1998
 70392,1998
 70393,1998
 70394,1998
 70395,1998
 70396,1998
 70397,1998
 70398,1998
 70399,1998
 70400,1998
 70401,1998
 70402,1998
 70403,1998
 70404,1998
 70405,1998
 70406,1998
 70407,1998
 70408,1998
 70409,1998
 70410,1998
 70411,1998
 70412,1998
 70413,1998
 70414,1998
 70415,1998
 70416,1998
 70417,1998
 70418,1998
 70419,1998
 70420,1998
 70421,1998
 70422,1998
 70423,1998
 70424,1998
 70425,1998
 70426,1998
 70427,1998
 70428,1998
 70429,1998
 70430,1998
 70431,1998
 70432,1998
 70433,1998
 70434,1998
 70435,1998
 70436,1998
 70437,1998
 70438,1998
 70439,1998
 70440,1998
 70441,1998
 70442,1998
 70443,1998
 70444,1998
 70445,1998
 70446,1998
 70447,1998
 70448,1998
 70449,1998
 70450,1998
 70451,1998
 70452,1998
 70453,1998
 70454,1998
 70455,1998
 70456,1998
 70457,1998
 70458,1998
 70459,1998
 70460,1998
 70461,1998
 70462,1998
 70463,1998
 70464,1998
 70465,1998
 70466,1998
 70467,1998
 70468,1998
 70469,1998
 70470,1998
 70471,1998
 70472,1998
 70473,1998
 70474,1998
 70475,1998
 70476,1998
 70477,1998
 70478,1998
 70479,1998
 70480,1998
 70481,1998
 70482,1998
 70483,1998
 70484,1998
 70485,1998
 70486,1998
 70487,1998
 70488,1998
 70489,1998
 70490,1998
 70491,1998
 70492,1998
 70493,1998
 70494,1998
 70495,1998
 70496,1998
 70497,1998
 70498,1998
 70499,1998
 70500,1998
 70501,1998
 70502,1998
 70503,1998
 70504,1998
 70505,1998
 70506,1998
 70507,1998
 70508,1998
 70509,1998
 70510,1998
 70511,1998
 70512,1998
 70513,1998
 70514,1998
 70515,1998
 70516,1998
 70517,1998
 70518,1998
 70519,1998
 70520,1998
 70521,1998
 70522,1998
 70523,1998
 70524,1998
 70525,1998
 70526,1998
 70527,1998
 70528,1998
 70529,1998
 70530,1998
 70531,1998
 70532,1998
 70533,1998
 70534,1998
 70535,1998
 70536,1998
 70537,1998
 70538,1998
 70539,1998
 70540,1998
 70541,1998
 70542,1998
 70543,1998
 70544,1998
 70545,1998
 70546,1998
 70547,1998
 70548,1998
 70549,1998
 70550,1998
 70551,1998
 70552,1998
 70553,1998
 70554,1998
 70555,1998
 70556,1998
 70557,1998
 70558,1998
 70559,1998
 70560,1998
 70561,1998
 70562,1998
 70563,1998
 70564,1998
 70565,1998
 70566,1998
 70567,1998
 70568,1998
 70569,1998
 70570,1998
 70571,1998
 70572,1998
 70573,1998
 70574,1998
 70575,1998
 70576,1998
 70577,1998
 70578,1998
 70579,1998
 70580,1998
 70581,1998
 70582,1998
 70583,1998
 70584,1998
 70585,1998
 70586,1998
 70587,1998
 70588,1998
 70589,1998
 70590,1998
 70591,1998
 70592,1998
 70593,1998
 70594,1998
 70595,1998
 70596,1998
 70597,1998
 70598,1998
 70599,1998
 70600,1998
 70601,1998
 70602,1998
 70603,1998
 70604,1998
 70605,1998
 70606,1998
 70607,1998
 70608,1998
 70609,1998
 70610,1998
 70611,1998
 70612,1998
 70613,1998
 70614,1998
 70615,1998
 70616,1998
 70617,1998
 70618,1998
 70619,1998
 70620,1998
 70621,1998
 70622,1998
 70623,1998
 70624,1998
 70625,1998
 70626,1998
 70627,1998
 70628,1998
 70629,1998
 70630,1998
 70631,1998
 70632,1998
 70633,1998
 70634,1998
 70635,1998
 70636,1998
 70637,1998
 70638,1998
 70639,1998
 70640,1998
 70641,1998
 70642,1998
 70643,1998
 70644,1998
 70645,1998
 70646,1998
 70647,1998
 70648,1998
 70649,1998
 70650,1998
 70651,1998
 70652,1998
 70653,1998
 70654,1998
 70655,1998
 70656,1998
 70657,1998
 70658,1998
 70659,1998
 70660,1998
 70661,1998
 70662,1998
 70663,1998
 70664,1998
 70665,1998
 70666,1998
 70667,1998
 70668,1998
 70669,1998
 70670,1998
 70671,1998
 70672,1998
 70673,1998
 70674,1998
 70675,1998
 70676,1998
 70677,1998
 70678,1998
 70679,1998
 70680,1998
 70681,1998
 70682,1998
 70683,1998
 70684,1998
 70685,1998
 70686,1998
 70687,1998
 70688,1998
 70689,1998
 70690,1998
 70691,1998
 70692,1998
 70693,1998
 70694,1998
 70695,1998
 70696,1998
 70697,1998
 70698,1998
 70699,1998
 70700,1998
 70701,1998
 70702,1998
 70703,1998
 70704,1998
 70705,1998
 70706,1998
 70707,1998
 70708,1998
 70709,1998
 70710,1998
 70711,1998
 70712,1998
 70713,1998
 70714,1998
 70715,1998
 70716,1998
 70717,1998
 70718,1998
 70719,1998
 70720,1998
 70721,1998
 70722,1998
 70723,1998
 70724,1998
 70725,1998
 70726,1998
 70727,1998
 70728,1998
 70729,1998
 70730,1998
 70731,1998
 70732,1998
 70733,1998
 70734,1998
 70735,1998
 70736,1998
 70737,1998
 70738,1998
 70739,1998
 70740,1998
 70741,1998
 70742,1998
 70743,1998
 70744,1998
 70745,1998
 70746,1998
 70747,1998
 70748,1998
 70749,1998
 70750,1998
 70751,1998
 70752,1998
 70753,1998
 70754,1998
 70755,1998
 70756,1998
 70757,1998
 70758,1998
 70759,1998
 70760,1998
 70761,1998
 70762,1998
 70763,1998
 70764,1998
 70765,1998
 70766,1998
 70767,1998
 70768,1998
 70769,1998
 70770,1998
 70771,1998
 70772,1998
 70773,1998
 70774,1998
 70775,1998
 70776,1998
 70777,1998
 70778,1998
 70779,1998
 70780,1998
 70781,1998
 70782,1998
 70783,1998
 70784,1998
 70785,1998
 70786,1998
 70787,1998
 70788,1998
 70789,1998
 70790,1998
 70791,1998
 70792,1998
 70793,1998
 70794,1998
 70795,1998
 70796,1998
 70797,1998
 70798,1998
 70799,1998
 70800,1998
 70801,1998
 70802,1998
 70803,1998
 70804,1998
 70805,1998
 70806,1998
 70807,1998
 70808,1998
 70809,1998
 70810,1998
 70811,1998
 70812,1998
 70813,1998
 70814,1998
 70815,1998
 70816,1998
 70817,1998
 70818,1998
 70819,1998
 70820,1998
 70821,1998
 70822,1998
 70823,1998
 70824,1998
 70825,1998
 70826,1998
 70827,1998
 70828,1998
 70829,1998
 70830,1998
 70831,1998
 70832,1998
 70833,1998
 70834,1998
 70835,1998
 70836,1998
 70837,1998
 70838,1998
 70839,1998
 70840,1998
 70841,1998
 70842,1998
 70843,1998
 70844,1998
 70845,1998
 70846,1998
 70847,1998
 70848,1998
 70849,1998
 70850,1998
 70851,1998
 70852,1998
 70853,1998
 70854,1998
 70855,1998
 70856,1998
 70857,1998
 70858,1998
 70859,1998
 70860,1998
 70861,1998
 70862,1998
 70863,1998
 70864,1998
 70865,1998
 70866,1998
 70867,1998
 70868,1998
 70869,1998
 70870,1998
 70871,1998
 70872,1998
 70873,1998
 70874,1998
 70875,1998
 70876,1998
 70877,1998
 70878,1998
 70879,1998
 70880,1998
 70881,1998
 70882,1998
 70883,1998
 70884,1998
 70885,1998
 70886,1998
 70887,1998
 70888,1998
 70889,1998
 70890,1998
 70891,1998
 70892,1998
 70893,1998
 70894,1998
 70895,1998
 70896,1998
 70897,1998
 70898,1998
 70899,1998
 70900,1998
 70901,1998
 70902,1998
 70903,1998
 70904,1998
 70905,1998
 70906,1998
 70907,1998
 70908,1998
 70909,1998
 70910,1998
 70911,1998
 70912,1998
 70913,1998
 70914,1998
 70915,1998
 70916,1998
 70917,1998
 70918,1998
 70919,1998
 70920,1998
 70921,1998
 70922,1998
 70923,1998
 70924,1998
 70925,1998
 70926,1998
 70927,1998
 70928,1998
 70929,1998
 70930,1998
 70931,1998
 70932,1998
 70933,1998
 70934,1998
 70935,1998
 70936,1998
 70937,1998
 70938,1998
 70939,1998
 70940,1998
 70941,1998
 70942,1998
 70943,1998
 70944,1998
 70945,1998
 70946,1998
 70947,1998
 70948,1998
 70949,1998
 70950,1998
 70951,1998
 70952,1998
 70953,1998
 70954,1998
 70955,1998
 70956,1998
 70957,1998
 70958,1998
 70959,1998
 70960,1998
 70961,1998
 70962,1998
 70963,1998
 70964,1998
 70965,1998
 70966,1998
 70967,1998
 70968,1998
 70969,1998
 70970,1998
 70971,1998
 70972,1998
 70973,1998
 70974,1998
 70975,1998
 70976,1998
 70977,1998
 70978,1998
 70979,1998
 70980,1998
 70981,1998
 70982,1998
 70983,1998
 70984,1998
 70985,1998
 70986,1998
 70987,1998
 70988,1998
 70989,1998
 70990,1998
 70991,1998
 70992,1998
 70993,1998
 70994,1998
 70995,1998
 70996,1998
 70997,1998
 70998,1998
 70999,1998
 71000,1998
 71001,1998
 71002,1998
 71003,1998
 71004,1998
 71005,1998
 71006,1998
 71007,1998
 71008,1998
 71009,1998
 71010,1998
 71011,1998
 71012,1998
 71013,1998
 71014,1998
 71015,1998
 71016,1998
 71017,1998
 71018,1998
 71019,1998
 71020,1998
 71021,1998
 71022,1998
 71023,1998
 71024,1998
 71025,1998
 71026,1998
 71027,1998
 71028,1998
 71029,1998
 71030,1998
 71031,1998
 71032,1998
 71033,1998
 71034,1998
 71035,1998
 71036,1998
 71037,1998
 71038,1998
 71039,1998
 71040,1998
 71041,1998
 71042,1998
 71043,1998
 71044,1998
 71045,1998
 71046,1998
 71047,1998
 71048,1998
 71049,1998
 71050,1998
 71051,1998
 71052,1998
 71053,1998
 71054,1998
 71055,1998
 71056,1998
 71057,1998
 71058,1998
 71059,1998
 71060,1998
 71061,1998
 71062,1998
 71063,1998
 71064,1998
 71065,1998
 71066,1998
 71067,1998
 71068,1998
 71069,1998
 71070,1998
 71071,1998
 71072,1998
 71073,1998
 71074,1998
 71075,1998
 71076,1998
 71077,1998
 71078,1998
 71079,1998
 71080,1998
 71081,1998
 71082,1998
 71083,1998
 71084,1998
 71085,1998
 71086,1998
 71087,1998
 71088,1998
 71089,1998
 71090,1998
 71091,1998
 71092,1998
 71093,1998
 71094,1998
 71095,1998
 71096,1998
 71097,1998
 71098,1998
 71099,1998
 71100,1998
 71101,1998
 71102,1998
 71103,1998
 71104,1998
 71105,1998
 71106,1998
 71107,1998
 71108,1998
 71109,1998
 71110,1998
 71111,1998
 71112,1998
 71113,1998
 71114,1998
 71115,1998
 71116,1998
 71117,1998
 71118,1998
 71119,1998
 71120,1998
 71121,1998
 71122,1998
 71123,1998
 71124,1998
 71125,1998
 71126,1998
 71127,1998
 71128,1998
 71129,1998
 71130,1998
 71131,1998
 71132,1998
 71133,1998
 71134,1998
 71135,1998
 71136,1998
 71137,1998
 71138,1998
 71139,1998
 71140,1998
 71141,1998
 71142,1998
 71143,1998
 71144,1998
 71145,1998
 71146,1998
 71147,1998
 71148,1998
 71149,1998
 71150,1998
 71151,1998
 71152,1998
 71153,1998
 71154,1998
 71155,1998
 71156,1998
 71157,1998
 71158,1998
 71159,1998
 71160,1998
 71161,1998
 71162,1998
 71163,1998
 71164,1998
 71165,1998
 71166,1998
 71167,1998
 71168,1998
 71169,1998
 71170,1998
 71171,1998
 71172,1998
 71173,1998
 71174,1998
 71175,1998
 71176,1998
 71177,1998
 71178,1998
 71179,1998
 71180,1998
 71181,1998
 71182,1998
 71183,1998
 71184,1998
 71185,1998
 71186,1998
 71187,1998
 71188,1998
 71189,1998
 71190,1998
 71191,1998
 71192,1998
 71193,1998
 71194,1998
 71195,1998
 71196,1998
 71197,1998
 71198,1998
 71199,1998
 71200,1998
 71201,1998
 71202,1998
 71203,1998
 71204,1998
 71205,1998
 71206,1998
 71207,1998
 71208,1998
 71209,1998
 71210,1998
 71211,1998
 71212,1998
 71213,1998
 71214,1998
 71215,1998
 71216,1998
 71217,1998
 71218,1998
 71219,1998
 71220,1998
 71221,1998
 71222,1998
 71223,1998
 71224,1998
 71225,1998
 71226,1998
 71227,1998
 71228,1998
 71229,1998
 71230,1998
 71231,1998
 71232,1998
 71233,1998
 71234,1998
 71235,1998
 71236,1998
 71237,1998
 71238,1998
 71239,1998
 71240,1998
 71241,1998
 71242,1998
 71243,1998
 71244,1998
 71245,1998
 71246,1998
 71247,1998
 71248,1998
 71249,1998
 71250,1998
 71251,1998
 71252,1998
 71253,1998
 71254,1998
 71255,1998
 71256,1998
 71257,1998
 71258,1998
 71259,1998
 71260,1998
 71261,1998
 71262,1998
 71263,1998
 71264,1998
 71265,1998
 71266,1998
 71267,1998
 71268,1998
 71269,1998
 71270,1998
 71271,1998
 71272,1998
 71273,1998
 71274,1998
 71275,1998
 71276,1998
 71277,1998
 71278,1998
 71279,1998
 71280,1998
 71281,1998
 71282,1998
 71283,1998
 71284,1998
 71285,1998
 71286,1998
 71287,1998
 71288,1998
 71289,1998
 71290,1998
 71291,1998
 71292,1998
 71293,1998
 71294,1998
 71295,1998
 71296,1998
 71297,1998
 71298,1998
 71299,1998
 71300,1998
 71301,1998
 71302,1998
 71303,1998
 71304,1998
 71305,1998
 71306,1998
 71307,1998
 71308,1998
 71309,1998
 71310,1998
 71311,1998
 71312,1998
 71313,1998
 71314,1998
 71315,1998
 71316,1998
 71317,1998
 71318,1998
 71319,1998
 71320,1998
 71321,1998
 71322,1998
 71323,1998
 71324,1998
 71325,1998
 71326,1998
 71327,1998
 71328,1998
 71329,1998
 71330,1998
 71331,1998
 71332,1998
 71333,1998
 71334,1998
 71335,1998
 71336,1998
 71337,1998
 71338,1998
 71339,1998
 71340,1998
 71341,1998
 71342,1998
 71343,1998
 71344,1998
 71345,1998
 71346,1998
 71347,1998
 71348,1998
 71349,1998
 71350,1998
 71351,1998
 71352,1998
 71353,1998
 71354,1998
 71355,1998
 71356,1998
 71357,1998
 71358,1998
 71359,1998
 71360,1998
 71361,1998
 71362,1998
 71363,1998
 71364,1998
 71365,1998
 71366,1998
 71367,1998
 71368,1998
 71369,1998
 71370,1998
 71371,1998
 71372,1998
 71373,1998
 71374,1998
 71375,1998
 71376,1998
 71377,1998
 71378,1998
 71379,1998
 71380,1998
 71381,1998
 71382,1998
 71383,1998
 71384,1998
 71385,1998
 71386,1998
 71387,1998
 71388,1998
 71389,1998
 71390,1998
 71391,1998
 71392,1998
 71393,1998
 71394,1998
 71395,1998
 71396,1998
 71397,1998
 71398,1998
 71399,1998
 71400,1998
 71401,1998
 71402,1998
 71403,1998
 71404,1998
 71405,1998
 71406,1998
 71407,1998
 71408,1998
 71409,1998
 71410,1998
 71411,1998
 71412,1998
 71413,1998
 71414,1998
 71415,1998
 71416,1998
 71417,1998
 71418,1998
 71419,1998
 71420,1998
 71421,1998
 71422,1998
 71423,1998
 71424,1998
 71425,1998
 71426,1998
 71427,1998
 71428,1998
 71429,1998
 71430,1998
 71431,1998
 71432,1998
 71433,1998
 71434,1998
 71435,1998
 71436,1998
 71437,1998
 71438,1998
 71439,1998
 71440,1998
 71441,1998
 71442,1998
 71443,1998
 71444,1998
 71445,1998
 71446,1998
 71447,1998
 71448,1998
 71449,1998
 71450,1998
 71451,1998
 71452,1998
 71453,1998
 71454,1998
 71455,1998
 71456,1998
 71457,1998
 71458,1998
 71459,1998
 71460,1998
 71461,1998
 71462,1998
 71463,1998
 71464,1998
 71465,1998
 71466,1998
 71467,1998
 71468,1998
 71469,1998
 71470,1998
 71471,1998
 71472,1998
 71473,1998
 71474,1998
 71475,1998
 71476,1998
 71477,1998
 71478,1998
 71479,1998
 71480,1998
 71481,1998
 71482,1998
 71483,1998
 71484,1998
 71485,1998
 71486,1998
 71487,1998
 71488,1998
 71489,1998
 71490,1998
 71491,1998
 71492,1998
 71493,1998
 71494,1998
 71495,1998
 71496,1998
 71497,1998
 71498,1998
 71499,1998
 71500,1998
 71501,1998
 71502,1998
 71503,1998
 71504,1998
 71505,1998
 71506,1998
 71507,1998
 71508,1998
 71509,1998
 71510,1998
 71511,1998
 71512,1998
 71513,1998
 71514,1998
 71515,1998
 71516,1998
 71517,1998
 71518,1998
 71519,1998
 71520,1998
 71521,1998
 71522,1998
 71523,1998
 71524,1998
 71525,1998
 71526,1998
 71527,1998
 71528,1998
 71529,1998
 71530,1998
 71531,1998
 71532,1998
 71533,1998
 71534,1998
 71535,1998
 71536,1998
 71537,1998
 71538,1998
 71539,1998
 71540,1998
 71541,1998
 71542,1998
 71543,1998
 71544,1998
 71545,1998
 71546,1998
 71547,1998
 71548,1998
 71549,1998
 71550,1998
 71551,1998
 71552,1998
 71553,1998
 71554,1998
 71555,1998
 71556,1998
 71557,1998
 71558,1998
 71559,1998
 71560,1998
 71561,1998
 71562,1998
 71563,1998
 71564,1998
 71565,1998
 71566,1998
 71567,1998
 71568,1998
 71569,1998
 71570,1998
 71571,1998
 71572,1998
 71573,1998
 71574,1998
 71575,1998
 71576,1998
 71577,1998
 71578,1998
 71579,1998
 71580,1998
 71581,1998
 71582,1998
 71583,1998
 71584,1998
 71585,1998
 71586,1998
 71587,1998
 71588,1998
 71589,1998
 71590,1998
 71591,1998
 71592,1998
 71593,1998
 71594,1998
 71595,1998
 71596,1998
 71597,1998
 71598,1998
 71599,1998
 71600,1998
 71601,1998
 71602,1998
 71603,1998
 71604,1998
 71605,1998
 71606,1998
 71607,1998
 71608,1998
 71609,1998
 71610,1998
 71611,1998
 71612,1998
 71613,1998
 71614,1998
 71615,1998
 71616,1998
 71617,1998
 71618,1998
 71619,1998
 71620,1998
 71621,1998
 71622,1998
 71623,1998
 71624,1998
 71625,1998
 71626,1998
 71627,1998
 71628,1998
 71629,1998
 71630,1998
 71631,1998
 71632,1998
 71633,1998
 71634,1998
 71635,1998
 71636,1998
 71637,1998
 71638,1998
 71639,1998
 71640,1998
 71641,1998
 71642,1998
 71643,1998
 71644,1998
 71645,1998
 71646,1998
 71647,1998
 71648,1998
 71649,1998
 71650,1998
 71651,1998
 71652,1998
 71653,1998
 71654,1998
 71655,1998
 71656,1998
 71657,1998
 71658,1998
 71659,1998
 71660,1998
 71661,1998
 71662,1998
 71663,1998
 71664,1998
 71665,1998
 71666,1998
 71667,1998
 71668,1998
 71669,1998
 71670,1998
 71671,1998
 71672,1998
 71673,1998
 71674,1998
 71675,1998
 71676,1998
