CASEID,YEAR
   564,1989
   565,1989
   566,1989
   567,1989
   568,1989
   569,1989
   570,1989
   571,1989
   572,1989
   573,1989
   574,1989
   575,1989
   576,1989
   577,1989
   578,1989
   579,1989
   580,1989
   581,1989
   582,1989
   583,1989
   584,1989
   585,1989
   586,1989
   587,1989
   588,1989
   589,1989
   590,1989
   591,1989
   592,1989
   593,1989
   594,1989
   595,1989
   596,1989
   597,1989
   598,1989
   599,1989
   600,1989
   601,1989
   602,1989
   603,1989
   604,1989
   605,1989
   606,1989
   607,1989
   608,1989
   609,1989
   610,1989
   611,1989
   612,1989
   613,1989
   614,1989
   615,1989
   616,1989
   617,1989
   618,1989
   619,1989
   620,1989
   621,1989
   622,1989
   623,1989
   624,1989
   625,1989
   626,1989
   627,1989
   628,1989
   629,1989
   630,1989
   631,1989
   632,1989
   633,1989
   634,1989
   635,1989
   636,1989
   637,1989
   638,1989
   639,1989
   640,1989
   641,1989
   642,1989
   643,1989
   644,1989
   645,1989
   646,1989
   647,1989
   648,1989
   649,1989
   650,1989
   651,1989
   652,1989
   653,1989
   654,1989
   655,1989
   656,1989
   657,1989
   658,1989
   659,1989
   660,1989
   661,1989
   662,1989
   663,1989
   664,1989
   665,1989
   666,1989
   667,1989
   668,1989
   669,1989
   670,1989
   671,1989
   672,1989
   673,1989
   674,1989
   675,1989
   676,1989
   677,1989
   678,1989
   679,1989
   680,1989
   681,1989
   682,1989
   683,1989
   684,1989
   685,1989
   686,1989
   687,1989
   688,1989
   689,1989
   690,1989
   691,1989
   692,1989
   693,1989
   694,1989
   695,1989
   696,1989
   697,1989
   698,1989
   699,1989
   700,1989
   701,1989
   702,1989
   703,1989
   704,1989
   705,1989
   706,1989
   707,1989
   708,1989
   709,1989
   710,1989
   711,1989
   712,1989
   713,1989
   714,1989
   715,1989
   716,1989
   717,1989
   718,1989
   719,1989
   720,1989
   721,1989
   722,1989
   723,1989
   724,1989
   725,1989
   726,1989
   727,1989
   728,1989
   729,1989
   730,1989
   731,1989
   732,1989
   733,1989
   734,1989
   735,1989
   736,1989
   737,1989
   738,1989
   739,1989
   740,1989
   741,1989
   742,1989
   743,1989
   744,1989
   745,1989
   746,1989
   747,1989
   748,1989
   749,1989
   750,1989
   751,1989
   752,1989
   753,1989
   754,1989
   755,1989
   756,1989
   757,1989
   758,1989
   759,1989
   760,1989
   761,1989
   762,1989
   763,1989
   764,1989
   765,1989
   766,1989
   767,1989
   768,1989
   769,1989
   770,1989
   771,1989
   772,1989
   773,1989
   774,1989
   775,1989
   776,1989
   777,1989
   778,1989
   779,1989
   780,1989
   781,1989
   782,1989
   783,1989
   784,1989
   785,1989
   786,1989
   787,1989
   788,1989
   789,1989
   790,1989
   791,1989
   792,1989
   793,1989
   794,1989
   795,1989
   796,1989
   797,1989
   798,1989
   799,1989
   800,1989
   801,1989
   802,1989
   803,1989
   804,1989
   805,1989
   806,1989
   807,1989
   808,1989
   809,1989
   810,1989
   811,1989
   812,1989
   813,1989
   814,1989
   815,1989
   816,1989
   817,1989
   818,1989
   819,1989
   820,1989
   821,1989
   822,1989
   823,1989
   824,1989
   825,1989
   826,1989
   827,1989
   828,1989
   829,1989
   830,1989
   831,1989
   832,1989
   833,1989
   834,1989
   835,1989
   836,1989
   837,1989
   838,1989
   839,1989
   840,1989
   841,1989
   842,1989
   843,1989
   844,1989
   845,1989
   846,1989
   847,1989
   848,1989
   849,1989
   850,1989
   851,1989
   852,1989
   853,1989
   854,1989
   855,1989
   856,1989
   857,1989
   858,1989
   859,1989
   860,1989
   861,1989
   862,1989
   863,1989
   864,1989
   865,1989
   866,1989
   867,1989
   868,1989
   869,1989
   870,1989
   871,1989
   872,1989
   873,1989
   874,1989
   875,1989
   876,1989
   877,1989
   878,1989
   879,1989
   880,1989
   881,1989
   882,1989
   883,1989
   884,1989
   885,1989
   886,1989
   887,1989
   888,1989
   889,1989
   890,1989
   891,1989
   892,1989
   893,1989
   894,1989
   895,1989
   896,1989
   897,1989
   898,1989
   899,1989
   900,1989
   901,1989
   902,1989
   903,1989
   904,1989
   905,1989
   906,1989
   907,1989
   908,1989
   909,1989
   910,1989
   911,1989
   912,1989
   913,1989
   914,1989
   915,1989
   916,1989
   917,1989
   918,1989
   919,1989
   920,1989
   921,1989
   922,1989
   923,1989
   924,1989
   925,1989
   926,1989
   927,1989
   928,1989
   929,1989
   930,1989
   931,1989
   932,1989
   933,1989
   934,1989
   935,1989
   936,1989
   937,1989
   938,1989
   939,1989
   940,1989
   941,1989
   942,1989
   943,1989
   944,1989
   945,1989
   946,1989
   947,1989
   948,1989
   949,1989
   950,1989
   951,1989
   952,1989
   953,1989
   954,1989
   955,1989
   956,1989
   957,1989
   958,1989
   959,1989
   960,1989
   961,1989
   962,1989
   963,1989
   964,1989
   965,1989
   966,1989
   967,1989
   968,1989
   969,1989
   970,1989
   971,1989
   972,1989
   973,1989
   974,1989
   975,1989
   976,1989
   977,1989
   978,1989
   979,1989
   980,1989
   981,1989
   982,1989
   983,1989
   984,1989
   985,1989
   986,1989
   987,1989
   988,1989
   989,1989
   990,1989
   991,1989
   992,1989
   993,1989
   994,1989
   995,1989
   996,1989
   997,1989
   998,1989
   999,1989
  1000,1989
  1001,1989
  1002,1989
  1003,1989
  1004,1989
  1005,1989
  1006,1989
  1007,1989
  1008,1989
  1009,1989
  1010,1989
  1011,1989
  1012,1989
  1013,1989
  1014,1989
  1015,1989
  1016,1989
  1017,1989
  1018,1989
  1019,1989
  1020,1989
  1021,1989
  1022,1989
  1023,1989
  1024,1989
  1025,1989
  1026,1989
  1027,1989
  1028,1989
  1029,1989
  1030,1989
  1031,1989
  1032,1989
  1033,1989
  1034,1989
  1035,1989
  1036,1989
  1037,1989
  1038,1989
  1039,1989
  1040,1989
  1041,1989
  1042,1989
  1043,1989
  1044,1989
  1045,1989
  1046,1989
  1047,1989
  1048,1989
  1049,1989
  1050,1989
  1051,1989
  1052,1989
  1053,1989
  1054,1989
  1055,1989
  1056,1989
  1057,1989
  1058,1989
  1059,1989
  1060,1989
  1061,1989
  1062,1989
  1063,1989
  1064,1989
  1065,1989
  1066,1989
  1067,1989
  1068,1989
  1069,1989
  1070,1989
  1071,1989
  1072,1989
  1073,1989
  1074,1989
  1075,1989
  1076,1989
  1077,1989
  1078,1989
  1079,1989
  1080,1989
  1081,1989
  1082,1989
  1083,1989
  1084,1989
  1085,1989
  1086,1989
  1087,1989
  1088,1989
  1089,1989
  1090,1989
  1091,1989
  1092,1989
  1093,1989
  1094,1989
  1095,1989
  1096,1989
  1097,1989
  1098,1989
  1099,1989
  1100,1989
  1101,1989
  1102,1989
  1103,1989
  1104,1989
  1105,1989
  1106,1989
  1107,1989
  1108,1989
  1109,1989
  1110,1989
  1111,1989
  1112,1989
  1113,1989
  1114,1989
  1115,1989
  1116,1989
  1117,1989
  1118,1989
  1119,1989
  1120,1989
  1121,1989
  1122,1989
  1123,1989
  1124,1989
  1125,1989
  1126,1989
  1127,1989
  1128,1989
  1129,1989
  1130,1989
  1131,1989
  1132,1989
  1133,1989
  1134,1989
  1135,1989
  1136,1989
  1137,1989
  1138,1989
  1139,1989
  1140,1989
  1141,1989
  1142,1989
  1143,1989
  1144,1989
  1145,1989
  1146,1989
  1147,1989
  1148,1989
  1149,1989
  1150,1989
  1151,1989
  1152,1989
  1153,1989
  1154,1989
  1155,1989
  1156,1989
  1157,1989
  1158,1989
  1159,1989
  1160,1989
  1161,1989
  1162,1989
  1163,1989
  1164,1989
  1165,1989
  1166,1989
  1167,1989
  1168,1989
  1169,1989
  1170,1989
  1171,1989
  1172,1989
  1173,1989
  1174,1989
  1175,1989
  1176,1989
  1177,1989
  1178,1989
  1179,1989
  1180,1989
  1181,1989
  1182,1989
  1183,1989
  1184,1989
  1185,1989
  1186,1989
  1187,1989
  1188,1989
  1189,1989
  1190,1989
  1191,1989
  1192,1989
  1193,1989
  1194,1989
  1195,1989
  1196,1989
  1197,1989
  1198,1989
  1199,1989
  1200,1989
  1201,1989
  1202,1989
  1203,1989
  1204,1989
  1205,1989
  1206,1989
  1207,1989
  1208,1989
  1209,1989
  1210,1989
  1211,1989
  1212,1989
  1213,1989
  1214,1989
  1215,1989
  1216,1989
  1217,1989
  1218,1989
  1219,1989
  1220,1989
  1221,1989
  1222,1989
  1223,1989
  1224,1989
  1225,1989
  1226,1989
  1227,1989
  1228,1989
  1229,1989
  1230,1989
  1231,1989
  1232,1989
  1233,1989
  1234,1989
  1235,1989
  1236,1989
  1237,1989
  1238,1989
  1239,1989
  1240,1989
  1241,1989
  1242,1989
  1243,1989
  1244,1989
  1245,1989
  1246,1989
  1247,1989
  1248,1989
  1249,1989
  1250,1989
  1251,1989
  1252,1989
  1253,1989
  1254,1989
  1255,1989
  1256,1989
  1257,1989
  1258,1989
  1259,1989
  1260,1989
  1261,1989
  1262,1989
  1263,1989
  1264,1989
  1265,1989
  1266,1989
  1267,1989
  1268,1989
  1269,1989
  1270,1989
  1271,1989
  1272,1989
  1273,1989
  1274,1989
  1275,1989
  1276,1989
  1277,1989
  1278,1989
  1279,1989
  1280,1989
  1281,1989
  1282,1989
  1283,1989
  1284,1989
  1285,1989
  1286,1989
  1287,1989
  1288,1989
  1289,1989
  1290,1989
  1291,1989
  1292,1989
  1293,1989
  1294,1989
  1295,1989
  1296,1989
  1297,1989
  1298,1989
  1299,1989
  1300,1989
  1301,1989
  1302,1989
  1303,1989
  1304,1989
  1305,1989
  1306,1989
  1307,1989
  1308,1989
  1309,1989
  1310,1989
  1311,1989
  1312,1989
  1313,1989
  1314,1989
  1315,1989
  1316,1989
  1317,1989
  1318,1989
  1319,1989
  1320,1989
  1321,1989
  1322,1989
  1323,1989
  1324,1989
  1325,1989
  1326,1989
  1327,1989
  1328,1989
  1329,1989
  1330,1989
  1331,1989
  1332,1989
  1333,1989
  1334,1989
  1335,1989
  1336,1989
  1337,1989
  1338,1989
  1339,1989
  1340,1989
  1341,1989
  1342,1989
  1343,1989
  1344,1989
  1345,1989
  1346,1989
  1347,1989
  1348,1989
  1349,1989
  1350,1989
  1351,1989
  1352,1989
  1353,1989
  1354,1989
  1355,1989
  1356,1989
  1357,1989
  1358,1989
  1359,1989
  1360,1989
  1361,1989
  1362,1989
  1363,1989
  1364,1989
  1365,1989
  1366,1989
  1367,1989
  1368,1989
  1369,1989
  1370,1989
  1371,1989
  1372,1989
  1373,1989
  1374,1989
  1375,1989
  1376,1989
  1377,1989
  1378,1989
  1379,1989
  1380,1989
  1381,1989
  1382,1989
  1383,1989
  1384,1989
  1385,1989
  1386,1989
  1387,1989
  1388,1989
  1389,1989
  1390,1989
  1391,1989
  1392,1989
  1393,1989
  1394,1989
  1395,1989
  1396,1989
  1397,1989
  1398,1989
  1399,1989
  1400,1989
  1401,1989
  1402,1989
  1403,1989
  1404,1989
  1405,1989
  1406,1989
  1407,1989
  1408,1989
  1409,1989
  1410,1989
  1411,1989
  1412,1989
  1413,1989
  1414,1989
  1415,1989
  1416,1989
  1417,1989
  1418,1989
  1419,1989
  1420,1989
  1421,1989
  1422,1989
  1423,1989
  1424,1989
  1425,1989
  1426,1989
  1427,1989
  1428,1989
  1429,1989
  1430,1989
  1431,1989
  1432,1989
  1433,1989
  1434,1989
  1435,1989
  1436,1989
  1437,1989
  1438,1989
  1439,1989
  1440,1989
  1441,1989
  1442,1989
  1443,1989
  1444,1989
  1445,1989
  1446,1989
  1447,1989
  1448,1989
  1449,1989
  1450,1989
  1451,1989
  1452,1989
  1453,1989
  1454,1989
  1455,1989
  1456,1989
  1457,1989
  1458,1989
  1459,1989
  1460,1989
  1461,1989
  1462,1989
  1463,1989
  1464,1989
  1465,1989
  1466,1989
  1467,1989
  1468,1989
  1469,1989
  1470,1989
  1471,1989
  1472,1989
  1473,1989
  1474,1989
  1475,1989
  1476,1989
  1477,1989
  1478,1989
  1479,1989
  1480,1989
  1481,1989
  1482,1989
  1483,1989
  1484,1989
  1485,1989
  1486,1989
  1487,1989
  1488,1989
  1489,1989
  1490,1989
  1491,1989
  1492,1989
  1493,1989
  1494,1989
  1495,1989
  1496,1989
  1497,1989
  1498,1989
  1499,1989
  1500,1989
  1501,1989
  1502,1989
  1503,1989
  1504,1989
  1505,1989
  1506,1989
  1507,1989
  1508,1989
  1509,1989
  1510,1989
  1511,1989
  1512,1989
  1513,1989
  1514,1989
  1515,1989
  1516,1989
  1517,1989
  1518,1989
  1519,1989
  1520,1989
  1521,1989
  1522,1989
  1523,1989
  1524,1989
  1525,1989
  1526,1989
  1527,1989
  1528,1989
  1529,1989
  1530,1989
  1531,1989
  1532,1989
  1533,1989
  1534,1989
  1535,1989
  1536,1989
  1537,1989
  1538,1989
  1539,1989
  1540,1989
  1541,1989
  1542,1989
  1543,1989
  1544,1989
  1545,1989
  1546,1989
  1547,1989
  1548,1989
  1549,1989
  1550,1989
  1551,1989
  1552,1989
  1553,1989
  1554,1989
  1555,1989
  1556,1989
  1557,1989
  1558,1989
  1559,1989
  1560,1989
  1561,1989
  1562,1989
  1563,1989
  1564,1989
  1565,1989
  1566,1989
  1567,1989
  1568,1989
  1569,1989
  1570,1989
  1571,1989
  1572,1989
  1573,1989
  1574,1989
  1575,1989
  1576,1989
  1577,1989
  1578,1989
  1579,1989
  1580,1989
  1581,1989
  1582,1989
  1583,1989
  1584,1989
  1585,1989
  1586,1989
  1587,1989
  1588,1989
  1589,1989
  1590,1989
  1591,1989
  1592,1989
  1593,1989
  1594,1989
  1595,1989
  1596,1989
  1597,1989
  1598,1989
  1599,1989
  1600,1989
  1601,1989
  1602,1989
  1603,1989
  1604,1989
  1605,1989
  1606,1989
  1607,1989
  1608,1989
  1609,1989
  1610,1989
  1611,1989
  1612,1989
  1613,1989
  1614,1989
  1615,1989
  1616,1989
  1617,1989
  1618,1989
  1619,1989
  1620,1989
  1621,1989
  1622,1989
  1623,1989
  1624,1989
  1625,1989
  1626,1989
  1627,1989
  1628,1989
  1629,1989
  1630,1989
  1631,1989
  1632,1989
  1633,1989
  1634,1989
  1635,1989
  1636,1989
  1637,1989
  1638,1989
  1639,1989
  1640,1989
  1641,1989
  1642,1989
  1643,1989
  1644,1989
  1645,1989
  1646,1989
  1647,1989
  1648,1989
  1649,1989
  1650,1989
  1651,1989
  1652,1989
  1653,1989
  1654,1989
  1655,1989
  1656,1989
  1657,1989
  1658,1989
  1659,1989
  1660,1989
  1661,1989
  1662,1989
  1663,1989
  1664,1989
  1665,1989
  1666,1989
  1667,1989
  1668,1989
  1669,1989
  1670,1989
  1671,1989
  1672,1989
  1673,1989
  1674,1989
  1675,1989
  1676,1989
  1677,1989
  1678,1989
  1679,1989
  1680,1989
  1681,1989
  1682,1989
  1683,1989
  1684,1989
  1685,1989
  1686,1989
  1687,1989
  1688,1989
  1689,1989
  1690,1989
  1691,1989
  1692,1989
  1693,1989
  1694,1989
  1695,1989
  1696,1989
  1697,1989
  1698,1989
  1699,1989
  1700,1989
  1701,1989
  1702,1989
  1703,1989
  1704,1989
  1705,1989
  1706,1989
  1707,1989
  1708,1989
  1709,1989
  1710,1989
  1711,1989
  1712,1989
  1713,1989
  1714,1989
  1715,1989
  1716,1989
  1717,1989
  1718,1989
  1719,1989
  1720,1989
  1721,1989
  1722,1989
  1723,1989
  1724,1989
  1725,1989
  1726,1989
  1727,1989
  1728,1989
  1729,1989
  1730,1989
  1731,1989
  1732,1989
  1733,1989
  1734,1989
  1735,1989
  1736,1989
  1737,1989
  1738,1989
  1739,1989
  1740,1989
  1741,1989
  1742,1989
  1743,1989
  1744,1989
  1745,1989
  1746,1989
  1747,1989
  1748,1989
  1749,1989
  1750,1989
  1751,1989
  1752,1989
  1753,1989
  1754,1989
  1755,1989
  1756,1989
  1757,1989
  1758,1989
  1759,1989
  1760,1989
  1761,1989
  1762,1989
  1763,1989
  1764,1989
  1765,1989
  1766,1989
  1767,1989
  1768,1989
  1769,1989
  1770,1989
  1771,1989
  1772,1989
  1773,1989
  1774,1989
  1775,1989
  1776,1989
  1777,1989
  1778,1989
  1779,1989
  1780,1989
  1781,1989
  1782,1989
  1783,1989
  1784,1989
  1785,1989
  1786,1989
  1787,1989
  1788,1989
  1789,1989
  1790,1989
  1791,1989
  1792,1989
  1793,1989
  1794,1989
  1795,1989
  1796,1989
  1797,1989
  1798,1989
  1799,1989
  1800,1989
  1801,1989
  1802,1989
  1803,1989
  1804,1989
  1805,1989
  1806,1989
  1807,1989
  1808,1989
  1809,1989
  1810,1989
  1811,1989
  1812,1989
  1813,1989
  1814,1989
  1815,1989
  1816,1989
  1817,1989
  1818,1989
  1819,1989
  1820,1989
  1821,1989
  1822,1989
  1823,1989
  1824,1989
  1825,1989
  1826,1989
  1827,1989
  1828,1989
  1829,1989
  1830,1989
  1831,1989
  1832,1989
  1833,1989
  1834,1989
  1835,1989
  1836,1989
  1837,1989
  1838,1989
  1839,1989
  1840,1989
  1841,1989
  1842,1989
  1843,1989
  1844,1989
  1845,1989
  1846,1989
  1847,1989
  1848,1989
  1849,1989
  1850,1989
  1851,1989
  1852,1989
  1853,1989
  1854,1989
  1855,1989
  1856,1989
  1857,1989
  1858,1989
  1859,1989
  1860,1989
  1861,1989
  1862,1989
  1863,1989
  1864,1989
  1865,1989
  1866,1989
  1867,1989
  1868,1989
  1869,1989
  1870,1989
  1871,1989
  1872,1989
  1873,1989
  1874,1989
  1875,1989
  1876,1989
  1877,1989
  1878,1989
  1879,1989
  1880,1989
  1881,1989
  1882,1989
  1883,1989
  1884,1989
  1885,1989
  1886,1989
  1887,1989
  1888,1989
  1889,1989
  1890,1989
  1891,1989
  1892,1989
  1893,1989
  1894,1989
  1895,1989
  1896,1989
  1897,1989
  1898,1989
  1899,1989
  1900,1989
  1901,1989
  1902,1989
  1903,1989
  1904,1989
  1905,1989
  1906,1989
  1907,1989
  1908,1989
  1909,1989
  1910,1989
  1911,1989
  1912,1989
  1913,1989
  1914,1989
  1915,1989
  1916,1989
  1917,1989
  1918,1989
  1919,1989
  1920,1989
  1921,1989
  1922,1989
  1923,1989
  1924,1989
  1925,1989
  1926,1989
  1927,1989
  1928,1989
  1929,1989
  1930,1989
  1931,1989
  1932,1989
  1933,1989
  1934,1989
  1935,1989
  1936,1989
  1937,1989
  1938,1989
  1939,1989
  1940,1989
  1941,1989
  1942,1989
  1943,1989
  1944,1989
  1945,1989
  1946,1989
  1947,1989
  1948,1989
  1949,1989
  1950,1989
  1951,1989
  1952,1989
  1953,1989
  1954,1989
  1955,1989
  1956,1989
  1957,1989
  1958,1989
  1959,1989
  1960,1989
  1961,1989
  1962,1989
  1963,1989
  1964,1989
  1965,1989
  1966,1989
  1967,1989
  1968,1989
  1969,1989
  1970,1989
  1971,1989
  1972,1989
  1973,1989
  1974,1989
  1975,1989
  1976,1989
  1977,1989
  1978,1989
  1979,1989
  1980,1989
  1981,1989
  1982,1989
  1983,1989
  1984,1989
  1985,1989
  1986,1989
  1987,1989
  1988,1989
  1989,1989
  1990,1989
  1991,1989
  1992,1989
  1993,1989
  1994,1989
  1995,1989
  1996,1989
  1997,1989
  1998,1989
  1999,1989
  2000,1989
  2001,1989
  2002,1989
  2003,1989
  2004,1989
  2005,1989
  2006,1989
  2007,1989
  2008,1989
  2009,1989
  2010,1989
  2011,1989
  2012,1989
  2013,1989
  2014,1989
  2015,1989
  2016,1989
  2017,1989
  2018,1989
  2019,1989
  2020,1989
  2021,1989
  2022,1989
  2023,1989
  2024,1989
  2025,1989
  2026,1989
  2027,1989
  2028,1989
  2029,1989
  2030,1989
  2031,1989
  2032,1989
  2033,1989
  2034,1989
  2035,1989
  2036,1989
  2037,1989
  2038,1989
  2039,1989
  2040,1989
  2041,1989
  2042,1989
  2043,1989
  2044,1989
  2045,1989
  2046,1989
  2047,1989
  2048,1989
  2049,1989
  2050,1989
  2051,1989
  2052,1989
  2053,1989
  2054,1989
  2055,1989
  2056,1989
  2057,1989
  2058,1989
  2059,1989
  2060,1989
  2061,1989
  2062,1989
  2063,1989
  2064,1989
  2065,1989
  2066,1989
  2067,1989
  2068,1989
  2069,1989
  2070,1989
  2071,1989
  2072,1989
  2073,1989
  2074,1989
  2075,1989
  2076,1989
  2077,1989
  2078,1989
  2079,1989
  2080,1989
  2081,1989
  2082,1989
  2083,1989
  2084,1989
  2085,1989
  2086,1989
  2087,1989
  2088,1989
  2089,1989
  2090,1989
  2091,1989
  2092,1989
  2093,1989
  2094,1989
  2095,1989
  2096,1989
  2097,1989
  2098,1989
  2099,1989
  2100,1989
  2101,1989
  2102,1989
  2103,1989
  2104,1989
  2105,1989
  2106,1989
  2107,1989
  2108,1989
  2109,1989
  2110,1989
  2111,1989
  2112,1989
  2113,1989
  2114,1989
  2115,1989
  2116,1989
  2117,1989
  2118,1989
  2119,1989
  2120,1989
  2121,1989
  2122,1989
  2123,1989
  2124,1989
  2125,1989
  2126,1989
  2127,1989
  2128,1989
  2129,1989
  2130,1989
  2131,1989
  2132,1989
  2133,1989
  2134,1989
  2135,1989
  2136,1989
  2137,1989
  2138,1989
  2139,1989
